,artist_name,artist_id,genres,followers,popularity
1AYcGSwx7OfZSi5Kjjz7yx,Ethereal Woods,Ethereal Woods,1AYcGSwx7OfZSi5Kjjz7yx,['british black metal'],"{'href': None, 'total': 36}",0
4z6YSFsRdfzBOmIUykpO14,Agatus,Agatus,4z6YSFsRdfzBOmIUykpO14,"['greek black metal', 'greek metal']","{'href': None, 'total': 3010}",6
0pu1VHk59lLdC91vFhCONB,Murw,Murw,0pu1VHk59lLdC91vFhCONB,['dutch black metal'],"{'href': None, 'total': 72}",0
3sFhA6G1N0gG1pszb6kk1m,Wings,Wings,3sFhA6G1N0gG1pszb6kk1m,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']","{'href': None, 'total': 882775}",64
7c5278WShlxTk3vS9XoTf8,Wings,Wings,7c5278WShlxTk3vS9XoTf8,['rock kapak'],"{'href': None, 'total': 72973}",47
4yFhoZImTmkFSIqws9sV4R,Menagerie,Menagerie,4yFhoZImTmkFSIqws9sV4R,['louisiana metal'],"{'href': None, 'total': 1192}",4
4mTFQE6aiehScgvreB9llC,Earth,Earth,4mTFQE6aiehScgvreB9llC,"['dark jazz', 'doom metal', 'drone', 'drone metal', 'gaian doom', 'instrumental rock', 'olympia wa indie', 'post-doom metal', 'post-metal']","{'href': None, 'total': 91751}",35
5kqCT6fkQKBkFnjwxy3CLd,Lacrimae Mortalium,Lacrimae Mortalium,5kqCT6fkQKBkFnjwxy3CLd,['metal noir quebecois'],"{'href': None, 'total': 17}",0
4BH1tLSIEK6FdCZ20cS5x5,Killmosphere,Killmosphere,4BH1tLSIEK6FdCZ20cS5x5,['oulu metal'],"{'href': None, 'total': 38}",0
2pV24DAq7dn8dA59TSW4q7,Hell's Domain,Hell's Domain,2pV24DAq7dn8dA59TSW4q7,['new wave of thrash metal'],"{'href': None, 'total': 709}",0
1SbuVS3DiRg2dCtxQzWoKe,Bonestorm,Bonestorm,1SbuVS3DiRg2dCtxQzWoKe,['metal colombiano'],"{'href': None, 'total': 403}",1
3oG7oqtGpFZqWmf4wMpCSA,Filthy Christians,Filthy Christians,3oG7oqtGpFZqWmf4wMpCSA,"['crust punk', 'swedish grindcore']","{'href': None, 'total': 1673}",3
4ZelTuti0PQLzzn9MVkY4e,Cells,CELLS,4ZelTuti0PQLzzn9MVkY4e,['thai rock'],"{'href': None, 'total': 1857}",27
6qzNgusEkjS9XlNBPYPusV,Cells,Cells,6qzNgusEkjS9XlNBPYPusV,['slovak metal'],"{'href': None, 'total': 4}",0
08700CjH3wYvlL3Wz6FDWW,Mister Kite,Mister Kite,08700CjH3wYvlL3Wz6FDWW,['swedish progressive metal'],"{'href': None, 'total': 115}",0
77DG6RE5N5SjczWjl7CefX,Nyss,Nyss,77DG6RE5N5SjczWjl7CefX,['experimental black metal'],"{'href': None, 'total': 459}",0
3N1B1g6JtIgd6ClRkzD4yT,Savatage,Savatage,3N1B1g6JtIgd6ClRkzD4yT,"['album rock', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'us power metal']","{'href': None, 'total': 207038}",47
1dKRXai6wJV5eHLyqyb8qQ,The Reviled,The Reviled,1dKRXai6wJV5eHLyqyb8qQ,['indonesian death metal'],"{'href': None, 'total': 325}",1
7ig8pUnno95YNA9MclOveH,Mustasch,Mustasch,7ig8pUnno95YNA9MclOveH,"['eurovision', 'stoner metal', 'swedish alternative rock']","{'href': None, 'total': 114131}",44
7x5qwQc4SSvYXv4zwxZQIB,Cruentus,Cruentus,7x5qwQc4SSvYXv4zwxZQIB,"['cyber metal', 'djent', 'industrial black metal']","{'href': None, 'total': 862}",1
4XfEU7U94G33udFPTPwLbC,Opera Magna,Opera Magna,4XfEU7U94G33udFPTPwLbC,"['latin metal', 'spanish metal']","{'href': None, 'total': 33958}",32
7KuJGGpYEjicXWkTlAMHUa,Gouge,Gouge,7KuJGGpYEjicXWkTlAMHUa,['norwegian death metal'],"{'href': None, 'total': 726}",1
21XfJHe0ObhUxOqeWhEJYi,Sportlov,Sportlov,21XfJHe0ObhUxOqeWhEJYi,"['dark black metal', 'swedish grindcore']","{'href': None, 'total': 1587}",10
1wFs4rNAnoDyHYP4ZVnH12,Gluttony,Gluttony,1wFs4rNAnoDyHYP4ZVnH12,"['pornogrind', 'swedish death metal']","{'href': None, 'total': 1089}",6
5wMrIWowqbOt3uCRIflgsl,Rosenguard,Rosenguard,5wMrIWowqbOt3uCRIflgsl,['gothic black metal'],"{'href': None, 'total': 30}",0
6iShtZ2SupLjAUWjNjEbmr,Grave Desecrator,Grave Desecrator,6iShtZ2SupLjAUWjNjEbmr,"['black death', 'brazilian black metal']","{'href': None, 'total': 8098}",7
4EJ1LpOXlbqmI0hXoCaipN,Fist Fight in the Parking Lot,Fist Fight in the Parking Lot,4EJ1LpOXlbqmI0hXoCaipN,['pittsburgh metal'],"{'href': None, 'total': 263}",0
5FMSTVtHGxotQmtzdI5B9i,Poemisia,Poemisia,5FMSTVtHGxotQmtzdI5B9i,['opera metal'],"{'href': None, 'total': 201}",0
2WDKXCPO5WJaI5wTsGKs3p,Consciousness Removal Project,Consciousness Removal Project,2WDKXCPO5WJaI5wTsGKs3p,"['atmospheric post-metal', 'atmospheric sludge', 'nordic post-rock']","{'href': None, 'total': 634}",1
4I8tf5J8MqVF1WYnFly0aw,Galadh,Galadh,4I8tf5J8MqVF1WYnFly0aw,['progressive black metal'],"{'href': None, 'total': 11}",0
1v5KAomhHRR0tIVAKk8EKF,Panychida,Panychida,1v5KAomhHRR0tIVAKk8EKF,"['czech metal', 'deep folk metal', 'slavic metal']","{'href': None, 'total': 1123}",4
6VDsyUwIHWOanH6CDZ4205,Dropkik,Dropkik,6VDsyUwIHWOanH6CDZ4205,['louisiana metal'],"{'href': None, 'total': 27}",0
09LW8lG2Nl6YFJDZ6NKemH,Aletheian,Aletheian,09LW8lG2Nl6YFJDZ6NKemH,"['technical melodic death metal', 'unblack metal']","{'href': None, 'total': 1793}",1
3fCe404J7Y0c6TC0hblrw9,Evadne,Evadne,3fCe404J7Y0c6TC0hblrw9,"['funeral doom', 'gothic doom']","{'href': None, 'total': 5419}",13
4uJRdVYV7wmqvw0T5iMX9f,Mount Depression,Mount Depression,4uJRdVYV7wmqvw0T5iMX9f,['black metal argentino'],"{'href': None, 'total': 93}",0
3KEixcRfBS5K3E91Vn1Kdy,Iced Earth,Iced Earth,3KEixcRfBS5K3E91Vn1Kdy,"['hard rock', 'melodic metal', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'power thrash', 'speed metal', 'us power metal']","{'href': None, 'total': 331101}",48
4R9jLgeJ3j1vgivPJTCG2K,Komatsu,Komatsu,4R9jLgeJ3j1vgivPJTCG2K,"['dutch stoner rock', 'glitch beats']","{'href': None, 'total': 1638}",4
5Kq5O98jVKPRJgmdgOl20W,Remnants,Remnants,5Kq5O98jVKPRJgmdgOl20W,"['lion city hardcore', 'singaporean metal']","{'href': None, 'total': 481}",3
6N28Wa6qXkUHUqQrJyCLrD,I'm Nothing,I'm Nothing,6N28Wa6qXkUHUqQrJyCLrD,['belarusian metal'],"{'href': None, 'total': 78}",0
3Ur3LGnua9U6SPaIxBQRHx,Mithras,Mithras,3Ur3LGnua9U6SPaIxBQRHx,"['british death metal', 'cosmic death metal', 'sci-fi metal', 'technical death metal']","{'href': None, 'total': 7030}",12
4M5zf40TQkKgWrdpHjpEpr,Darna,Darna,4M5zf40TQkKgWrdpHjpEpr,"['latin metal', 'spanish metal']","{'href': None, 'total': 4019}",6
5U6szD10l8yZeyPl88mAUg,Barni,Barni,5U6szD10l8yZeyPl88mAUg,['christian metal'],"{'href': None, 'total': 5226}",26
5HYFpnTJzjb1gljLPOjZGM,Cathequesis,Cathequesis,5HYFpnTJzjb1gljLPOjZGM,['metal balear'],"{'href': None, 'total': 40}",0
1ps3sefO51UoghGP2OKMdU,Uncensored,Uncensored,1ps3sefO51UoghGP2OKMdU,['greek indie rock'],"{'href': None, 'total': 171}",1
2pt6rXec3ECHvmaAIWraIv,Rage My Bitch,Rage My Bitch,2pt6rXec3ECHvmaAIWraIv,['finnish melodeath'],"{'href': None, 'total': 118}",0
2aWjaq32aRQo58dw0w8NM6,U.D.O.,U.D.O.,2aWjaq32aRQo58dw0w8NM6,"['german heavy metal', 'german metal', 'hard rock', 'metal', 'power metal']","{'href': None, 'total': 178082}",46
4OTFxPi5CtWyj1NThDe6z5,Weathers,Weathers,4OTFxPi5CtWyj1NThDe6z5,"['alt z', 'modern alternative rock', 'modern rock']","{'href': None, 'total': 255202}",58
0cMQ1u5neB0RWhQiSCXjdH,Hanzel und Gretyl,Hanzel und Gretyl,0cMQ1u5neB0RWhQiSCXjdH,"['aggrotech', 'electro-industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']","{'href': None, 'total': 33477}",33
4MJnc4awLQWMYAU02ba2CS,Irgalom,Irgalom,4MJnc4awLQWMYAU02ba2CS,['hungarian black metal'],"{'href': None, 'total': 248}",1
1kPqFCCn1IUlg2lB0OBBu7,Harloch,Harloch,1kPqFCCn1IUlg2lB0OBBu7,['hungarian black metal'],"{'href': None, 'total': 22}",0
6WVx797OCn2w9ekeQCZMuL,Sekhmet,Sekhmet,6WVx797OCn2w9ekeQCZMuL,['czsk black metal'],"{'href': None, 'total': 373}",0
30P5g7kPilGmwb1xGc11Jn,Nasheim,Nasheim,30P5g7kPilGmwb1xGc11Jn,['gothic black metal'],"{'href': None, 'total': 592}",1
1VNTE0CdcFXjwEmaMiF39U,Borrowed Time,Borrowed Time,1VNTE0CdcFXjwEmaMiF39U,['nyhc'],"{'href': None, 'total': 363}",0
0FobZUMfLbd0ALcADjWrpn,Blasthrash,Blasthrash,0FobZUMfLbd0ALcADjWrpn,['brazilian thrash metal'],"{'href': None, 'total': 1399}",1
3MBPHacsjeexGOgQ9wTXNz,Ugress,Ugress,3MBPHacsjeexGOgQ9wTXNz,['virginia metal'],"{'href': None, 'total': 41}",0
4hJAKh4Cpac78zdkbl63B9,Coffeinne,Coffeinne,4hJAKh4Cpac78zdkbl63B9,['spanish metal'],"{'href': None, 'total': 498}",1
1isrot4GGRmnqFT2vMAa5q,Dvne,Dvne,1isrot4GGRmnqFT2vMAa5q,"['edinburgh metal', 'post-doom metal', 'post-metal', 'progressive sludge', 'sci-fi metal', 'scottish metal']","{'href': None, 'total': 19098}",25
0YfOdx8lvGWM5n4vXT8kcN,Sectorial,SECTORIAL,0YfOdx8lvGWM5n4vXT8kcN,['ukrainian metal'],"{'href': None, 'total': 506}",2
6PLVMCFggiZhW7VBIA8PXx,Blood Duster,Blood Duster,6PLVMCFggiZhW7VBIA8PXx,"['australian metal', 'deathgrind', 'goregrind', 'grindcore']","{'href': None, 'total': 6224}",17
2yoaZdFiI362NRtFPF3YTN,Against Myself,Against Myself,2yoaZdFiI362NRtFPF3YTN,"['fallen angel', 'symphonic power metal']","{'href': None, 'total': 6183}",15
5a4KQaWx8L5EFLqtWZeafP,Duir,Duir,5a4KQaWx8L5EFLqtWZeafP,['celtic metal'],"{'href': None, 'total': 506}",3
4nODZjLMULjW8WMW3tRGlZ,Frosttide,Frosttide,4nODZjLMULjW8WMW3tRGlZ,"['deep folk metal', 'finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'nordic folk metal']","{'href': None, 'total': 7606}",21
5ch9tBDz0UEXv0vikNZy6V,A Breach of Silence,A Breach of Silence,5ch9tBDz0UEXv0vikNZy6V,"['australian metal', 'deep metalcore']","{'href': None, 'total': 5486}",20
2xdR2Stqa1oEu4lv7p9lXN,Rainbows Are Free,Rainbows Are Free,2xdR2Stqa1oEu4lv7p9lXN,"['heavy psych', 'psychedelic doom', 'retro metal']","{'href': None, 'total': 7336}",16
7bRcwotXajxSlWvRDoH2RQ,Funeral Throne,Funeral Throne,7bRcwotXajxSlWvRDoH2RQ,['cryptic black metal'],"{'href': None, 'total': 309}",0
79j81xxv1gUEziyyFocbZd,Evig Natt,Evig Natt,79j81xxv1gUEziyyFocbZd,"['gothic black metal', 'norwegian doom metal']","{'href': None, 'total': 1167}",4
2O85gKy9nryieQ5dhbyPet,Into the Dust,Into the Dust,2O85gKy9nryieQ5dhbyPet,['brazilian stoner rock'],"{'href': None, 'total': 120}",0
2wZc51vT4sT3q5rAgHFU0L,Twins Crew,Twins Crew,2wZc51vT4sT3q5rAgHFU0L,['melodic power metal'],"{'href': None, 'total': 1431}",4
3EVFxCTRDkx8Y4LWmIrhl5,Chronosphere,Chronosphere,3EVFxCTRDkx8Y4LWmIrhl5,"['greek metal', 'new wave of thrash metal']","{'href': None, 'total': 4434}",10
35Z4dbGwvzSaMSN63AZekq,Wild Witch,Wild Witch,35Z4dbGwvzSaMSN63AZekq,['metal paranaense'],"{'href': None, 'total': 101}",0
0rhrsITqw07r2a12a6Guwv,Ritual Necromancy,Ritual Necromancy,0rhrsITqw07r2a12a6Guwv,"['black death', 'cavernous death metal', 'death doom', 'new wave of osdm', 'portland metal', 'voidgrind']","{'href': None, 'total': 6606}",5
41rVM83IAwiQifj2ZK6mTf,Extinkt,Extinkt,41rVM83IAwiQifj2ZK6mTf,['polish thrash metal'],"{'href': None, 'total': 43}",0
7lkaHYkz51sDosEghtLxjp,Day of Suffering,Day Of Suffering,7lkaHYkz51sDosEghtLxjp,"['north carolina metal', 'vegan straight edge']","{'href': None, 'total': 2481}",6
5Qma3h1WMcxWlmIYERs1e4,Operadyse,Operadyse,5Qma3h1WMcxWlmIYERs1e4,['french metal'],"{'href': None, 'total': 930}",3
4ZwmLITFCELeKjWr7MXWO0,Manipulation,Manipulation,4ZwmLITFCELeKjWr7MXWO0,['slash punk'],"{'href': None, 'total': 249}",2
4nRbMM5khFnKk1OLViyo1V,Wargrave,Wargrave,4nRbMM5khFnKk1OLViyo1V,['south african metal'],"{'href': None, 'total': 77}",5
4o7s6kGtanVk87ts7md93J,Misery Inc.,Misery Inc.,4o7s6kGtanVk87ts7md93J,['melodic groove metal'],"{'href': None, 'total': 2085}",4
5X0N2k3qMnI8kSrGJT3kfT,Eluveitie,Eluveitie,5X0N2k3qMnI8kSrGJT3kfT,"['bow pop', 'celtic metal', 'folk metal', 'hurdy-gurdy', 'melodic death metal', 'power metal', 'swiss metal']","{'href': None, 'total': 493037}",55
5gH0Yju3pa3zPx7Qm88XYh,Psychostatus,Psychostatus,5gH0Yju3pa3zPx7Qm88XYh,['instrumental death metal'],"{'href': None, 'total': 231}",1
5rMvvaFkWCWpfMSV4Gm93M,Cripple Bastards,Cripple Bastards,5rMvvaFkWCWpfMSV4Gm93M,"['grindcore', 'italian hardcore']","{'href': None, 'total': 16574}",20
0kSbvqCS7Tsfpr63apg175,Souls of Diotima,Souls Of Diotima,0kSbvqCS7Tsfpr63apg175,"['fallen angel', 'melodic metal', 'slayer', 'symphonic power metal']","{'href': None, 'total': 2750}",19
0ihzl14dtKADBcwu1YbLgo,Khafra,Khafra,0ihzl14dtKADBcwu1YbLgo,"['latin metal', 'mexican metal']","{'href': None, 'total': 4055}",18
2ccokPZoXdXaj4yiZqMxIJ,Havukruunu,Havukruunu,2ccokPZoXdXaj4yiZqMxIJ,"['atmospheric black metal', 'finnish black metal', 'finnish metal', 'melodic black metal', 'pagan black metal', 'voidgaze']","{'href': None, 'total': 21233}",26
1wA8GoEmsbKNqMlT0wUpfL,Exodia,Exodia,1wA8GoEmsbKNqMlT0wUpfL,"['melodic thrash', 'new wave of thrash metal']","{'href': None, 'total': 2254}",6
4y9UQCNywK5s965VA1CvMY,Tenebria,Tenebria,4y9UQCNywK5s965VA1CvMY,"['peruvian death metal', 'peruvian metal']","{'href': None, 'total': 74}",0
5vGJB3cvcMouh7ioCXqA5w,Wolfshade,Wolfshade,5vGJB3cvcMouh7ioCXqA5w,['french black metal'],"{'href': None, 'total': 281}",0
4PQUk1O9mat5Jmgd5GiFnj,Seversun,Seversun,4PQUk1O9mat5Jmgd5GiFnj,['progressive groove metal'],"{'href': None, 'total': 1479}",3
1Kc1kuZtgijkBpP9mt2lZo,Fleshless,Fleshless,1Kc1kuZtgijkBpP9mt2lZo,['czech metal'],"{'href': None, 'total': 1901}",5
7l1y2qfjB7Rlqk1ordKmob,Momentum,Momentum,7l1y2qfjB7Rlqk1ordKmob,"['california hardcore', 'metallic hardcore', 'modern hardcore']","{'href': None, 'total': 4659}",27
7o1e43rIAeAxGthtoDJY0r,Momentum,Momentum,7o1e43rIAeAxGthtoDJY0r,['neo-crust'],"{'href': None, 'total': 1538}",26
5yko5EHt0FxUSLyg7uU8VZ,Usurpress,Usurpress,5yko5EHt0FxUSLyg7uU8VZ,['swedish death metal'],"{'href': None, 'total': 1511}",2
5V90fvD7DirEM3gF2bs9Gw,Solitude Aeturnus,Solitude Aeturnus,5V90fvD7DirEM3gF2bs9Gw,"['doom metal', 'epic doom', 'funeral doom']","{'href': None, 'total': 23886}",25
0E9FMsXhEIhozPgvmLNrGY,Abhorrent Decimation,Abhorrent Decimation,0E9FMsXhEIhozPgvmLNrGY,['technical death metal'],"{'href': None, 'total': 3599}",4
4eTCrDEEJ7zE9r0OCcAv0c,Ethereal Sin,Ethereal Sin,4eTCrDEEJ7zE9r0OCcAv0c,"['deep symphonic black metal', 'japanese black metal']","{'href': None, 'total': 902}",3
2Fc4Td9sBHvvJqpxcQpM4y,Eternal Lord,Eternal Lord,2Fc4Td9sBHvvJqpxcQpM4y,['uk metalcore'],"{'href': None, 'total': 2346}",3
5YNOcYrSH3RYNQvDkcdAWy,Veld,Veld,5YNOcYrSH3RYNQvDkcdAWy,['belarusian metal'],"{'href': None, 'total': 4117}",6
1r00hf9aZzpp0rvzFkZYVJ,Supreme Majesty,Supreme Majesty,1r00hf9aZzpp0rvzFkZYVJ,"['christian power metal', 'swedish melodic rock', 'swedish power metal']","{'href': None, 'total': 3274}",7
4w65wFfxkfESvJrT5QSkgi,Earth Rot,Earth Rot,4w65wFfxkfESvJrT5QSkgi,"['australian death metal', 'australian metal']","{'href': None, 'total': 3984}",8
1mVvXNKbCaUapInbgHCDRV,Ringworm,Ringworm,1mVvXNKbCaUapInbgHCDRV,"['cleveland metal', 'hardcore', 'ohio hardcore']","{'href': None, 'total': 23018}",28
2L8BjbYuz7r5qXkiYvuxqK,Death Army,Death Army,2L8BjbYuz7r5qXkiYvuxqK,['italian folk metal'],"{'href': None, 'total': 52}",0
52spPXU6EzdqT0TT1WuAWx,Ossian,Ossian,52spPXU6EzdqT0TT1WuAWx,"['classic hungarian rock', 'hungarian metal', 'hungarian rock']","{'href': None, 'total': 29552}",38
5z7YtesrRcYSNgPxknorwb,White Walls,White Walls,5z7YtesrRcYSNgPxknorwb,"['romanian metal', 'romanian rock']","{'href': None, 'total': 1766}",9
2D40Pa7xOuXl9WoUkpAHw9,White Walls,White Walls,2D40Pa7xOuXl9WoUkpAHw9,['australian shoegaze'],"{'href': None, 'total': 157}",1
0mdd0TxChR3L6cypIPKASi,Murder Intentions,Murder Intentions,0mdd0TxChR3L6cypIPKASi,['belgian death metal'],"{'href': None, 'total': 165}",0
7e4EL0ouJf3Knp4HF0R21C,Digger,Digger,7e4EL0ouJf3Knp4HF0R21C,['orgcore'],"{'href': None, 'total': 2590}",11
1sy9i4e52bGhALqf0cCs8Q,SoulSteal,SoulSteal,1sy9i4e52bGhALqf0cCs8Q,"['atmospheric doom', 'cypriot metal']","{'href': None, 'total': 112}",0
7y1oEEYoomm5tWmMRPbXmn,Death Scythe,Death Scythe,7y1oEEYoomm5tWmMRPbXmn,['mexican death metal'],"{'href': None, 'total': 693}",5
5FxZrzv975EpHeZfMHP9IJ,Dynasty of Darkness,Dynasty of Darkness,5FxZrzv975EpHeZfMHP9IJ,['symphonic death metal'],"{'href': None, 'total': 437}",0
02XBZD5XbzmwgS8fmTvTA0,Mistigo Varggoth Darkestra,Mistigo Varggoth Darkestra,02XBZD5XbzmwgS8fmTvTA0,"['autonomous black metal', 'dungeon synth', 'ukrainian black metal']","{'href': None, 'total': 712}",1
3WALcwKalkDGFu037xUEcs,Celelalte Cuvinte,Celelalte Cuvinte,3WALcwKalkDGFu037xUEcs,['romanian rock'],"{'href': None, 'total': 9782}",23
0DOWfuNHVv9BkElqKcQGUr,Ratzinger,Ratzinger,0DOWfuNHVv9BkElqKcQGUr,"['chilean metal', 'thrash-groove metal']","{'href': None, 'total': 415}",0
50oXgaCCsH8Y6FVxnxJmbZ,Blaze Inside,Blaze Inside,50oXgaCCsH8Y6FVxnxJmbZ,['colombian death metal'],"{'href': None, 'total': 336}",0
5xXuSv80rBXURrv2CqOHEj,Violent New Breed,Violent New Breed,5xXuSv80rBXURrv2CqOHEj,['american metalcore'],"{'href': None, 'total': 8303}",29
5y7TmCSWEmjIQbsZ3dQwI0,Ovnev,Ovnev,5y7TmCSWEmjIQbsZ3dQwI0,['atmospheric black metal'],"{'href': None, 'total': 603}",1
5J4slOBZbfW5yciMXYj2SO,Your Tomorrow Alone,Your Tomorrow Alone,5J4slOBZbfW5yciMXYj2SO,"['gothic doom', 'italian gothic metal']","{'href': None, 'total': 110}",0
2d4Oy0FbA7nJsSIh8njAGa,Illusion,Illusion,2d4Oy0FbA7nJsSIh8njAGa,['nyhc'],"{'href': None, 'total': 1349}",7
3BuRXsAWAxpR7TWcuPEkZ2,Omnerod,Omnerod,3BuRXsAWAxpR7TWcuPEkZ2,['modern progressive rock'],"{'href': None, 'total': 516}",2
15433W1kn2FDCLjmHivpt9,Overoth,Overoth,15433W1kn2FDCLjmHivpt9,"['belfast metal', 'british death metal', 'grisly death metal', 'irish death metal']","{'href': None, 'total': 538}",0
1Vc3ejNPCZJqFt6aqtfJ1K,Immanis,Immanis,1Vc3ejNPCZJqFt6aqtfJ1K,['edinburgh metal'],"{'href': None, 'total': 32}",0
0AVs1fSNHNawt8YHDQWnXC,Pig Rectum,Pig Rectum,0AVs1fSNHNawt8YHDQWnXC,['buffalo ny metal'],"{'href': None, 'total': 52}",0
0a584tWGjS3b2vA4pHAEd4,Danger Zone,Danger Zone,0a584tWGjS3b2vA4pHAEd4,['italian heavy metal'],"{'href': None, 'total': 1694}",4
4i0RH1x2PgDJQDbXqZkvZl,Sisare,Sisare,4i0RH1x2PgDJQDbXqZkvZl,"['finnish progressive metal', 'prog metal']","{'href': None, 'total': 860}",3
4hAzUFdrJsJ6xGXVbaKgeI,Bestija,Bestija,4hAzUFdrJsJ6xGXVbaKgeI,['lithuanian rock'],"{'href': None, 'total': 29}",0
5MO3gBmFarK0DtuK7xXalW,Beast Within the Sound,Beast Within The Sound,5MO3gBmFarK0DtuK7xXalW,['czech hardcore'],"{'href': None, 'total': 72}",0
13ltbymjg9upz4wOoF5TTs,Lake of Tears,Lake Of Tears,13ltbymjg9upz4wOoF5TTs,"['gothic metal', 'progressive doom', 'swedish doom metal', 'swedish metal']","{'href': None, 'total': 49386}",39
43bwODZEMdJ3e2hjCprshw,Toxodeth,Toxodeth,43bwODZEMdJ3e2hjCprshw,"['grim death metal', 'mexican death metal', 'technical thrash']","{'href': None, 'total': 1139}",5
4Di8DfKv27JDbR3g62MhVd,Antikythera,Antikythera,4Di8DfKv27JDbR3g62MhVd,['portland metal'],"{'href': None, 'total': 80}",0
5vnSV8LyLZ4DFR1QB59Yg1,Psalms for the Dead Sun,Psalms for the Dead Sun,5vnSV8LyLZ4DFR1QB59Yg1,['finnish heavy metal'],"{'href': None, 'total': 49}",0
63ntMNG1dwj7ecfLHRATFj,Asofy,Asofy,63ntMNG1dwj7ecfLHRATFj,['italian doom metal'],"{'href': None, 'total': 118}",0
51GBYT2sdoj6yu75aB8JnA,Tuhonsiemen,Tuhonsiemen,51GBYT2sdoj6yu75aB8JnA,['finnish black metal'],"{'href': None, 'total': 645}",1
3woCeMTEhpsq0a9dWhqPN4,Centinela,Centinela,3woCeMTEhpsq0a9dWhqPN4,['spanish metal'],"{'href': None, 'total': 1483}",15
31bp1uvNQt7ThaRuphBTDd,Centinela,Centinela,31bp1uvNQt7ThaRuphBTDd,"['latin metal', 'spanish metal']","{'href': None, 'total': 10661}",0
6JveVkziqPJxzCNIYRrQtA,Smaragos,Smaragos,6JveVkziqPJxzCNIYRrQtA,['technical brutal death metal'],"{'href': None, 'total': 98}",0
40xE0jPp6dJY5VD2rCpqU8,Divine Symphony,Divine Symphony,40xE0jPp6dJY5VD2rCpqU8,"['metal cristao', 'metal nortista']","{'href': None, 'total': 616}",2
4TNGw5euJrzotZF9qc8zOJ,CyReign,CyReign,4TNGw5euJrzotZF9qc8zOJ,['serbian metal'],"{'href': None, 'total': 29}",0
4VzxZltztBOriEvGwDggaO,Hexenmeister,Hexenmeister,4VzxZltztBOriEvGwDggaO,['ukrainian black metal'],"{'href': None, 'total': 101}",0
35J5dOnnkCjaruu1oRrXuF,Bloodhunter,Bloodhunter,35J5dOnnkCjaruu1oRrXuF,"['metal galego', 'slayer', 'spanish death metal', 'spanish metal']","{'href': None, 'total': 6693}",23
0N6bmnenSr1u4iWRzbcIeN,Emerald Edge,Emerald Edge,0N6bmnenSr1u4iWRzbcIeN,['progressive power metal'],"{'href': None, 'total': 74}",0
7HV0AQrGaMpUw8nEFSPHlR,Fatal Scream,Fatal Scream,7HV0AQrGaMpUw8nEFSPHlR,['power thrash'],"{'href': None, 'total': 195}",0
31SU1GkApYNa5jdS0S5XIr,Omen,Omen,31SU1GkApYNa5jdS0S5XIr,"['metal', 'neo-trad metal', 'nwothm', 'speed metal', 'us power metal']","{'href': None, 'total': 24606}",23
2srx0YF869SBwuOd2qMnIW,Tsorer,Tsorer,2srx0YF869SBwuOd2qMnIW,['cryptic black metal'],"{'href': None, 'total': 82}",0
5VXmV2E65GQBqdvFbnmUXv,The Death Wheelers,The Death Wheelers,5VXmV2E65GQBqdvFbnmUXv,"['canadian stoner rock', 'heavy psych']","{'href': None, 'total': 2920}",12
2vZuhtNo2CAbb9wBDeECns,Coltsblood,Coltsblood,2vZuhtNo2CAbb9wBDeECns,['uk doom metal'],"{'href': None, 'total': 1436}",2
2ht9LpSmIjyK8B3mjiaq6C,Invidia,Invidia,2ht9LpSmIjyK8B3mjiaq6C,['bulgarian metal'],"{'href': None, 'total': 29}",0
0Mjnz8SnNBqHCjdz7sXTam,Delphos,Delphos,0Mjnz8SnNBqHCjdz7sXTam,['spanish metal'],"{'href': None, 'total': 137}",0
5WWNWN1xY73sSeb26Qd7HO,Heavy Metal Kids,Heavy Metal Kids,5WWNWN1xY73sSeb26Qd7HO,['glam rock'],"{'href': None, 'total': 2268}",10
7HCpkCLUpH54shzsIrTNlZ,Blood of Life,Blood of Life,7HCpkCLUpH54shzsIrTNlZ,['chinese metal'],"{'href': None, 'total': 51}",0
48iFZa7HBfkOoGkAiDGRmQ,Bloodshed,Bloodshed,48iFZa7HBfkOoGkAiDGRmQ,['rock kapak'],"{'href': None, 'total': 3982}",32
0D0L0K1pwBTMCAQwg4eatw,Bloodshed,Bloodshed,0D0L0K1pwBTMCAQwg4eatw,['rock kapak'],"{'href': None, 'total': 1933}",3
2svSR0aD4B10mwBzKBBNkv,Spineless,Spineless,2svSR0aD4B10mwBzKBBNkv,['texas hardcore'],"{'href': None, 'total': 241}",0
1K6uvP8XMgtvpiD6cZKFUb,Dragonheart,Dragonheart,1K6uvP8XMgtvpiD6cZKFUb,"['brazilian metal', 'brazilian power metal', 'metal paranaense']","{'href': None, 'total': 1372}",0
3GiJ6ipdlWKeVnpiDHgAxg,Images of Eden,Images Of Eden,3GiJ6ipdlWKeVnpiDHgAxg,"['christian power metal', 'melodic progressive metal']","{'href': None, 'total': 1580}",6
