,artist_name,artist_id,genres,followers,popularity
7u0nxVsIJXsqTr2UP2zcoj,Agaroth,Agaroth,7u0nxVsIJXsqTr2UP2zcoj,['mexican black metal'],"{'href': None, 'total': 94}",0
27HT6O1ApIxFCWb2ZyhqBj,Ashen Epitaph,Ashen Epitaph,27HT6O1ApIxFCWb2ZyhqBj,['serbian metal'],"{'href': None, 'total': 32}",0
3qWGIup9CXtVHTErUT2kcg,Himiltungl,Himiltungl,3qWGIup9CXtVHTErUT2kcg,['gothenburg metal'],"{'href': None, 'total': 44}",0
3lyWtEgSeSQTwxgHeT0yMY,Devilment,Devilment,3lyWtEgSeSQTwxgHeT0yMY,['oriental metal'],"{'href': None, 'total': 17278}",29
5w4hQ68s8m7mLTlpnub62B,Haywire,Haywire,5w4hQ68s8m7mLTlpnub62B,['classic canadian rock'],"{'href': None, 'total': 10756}",28
4jvgoG685KIVaPYwqVF60B,Razor,Razor,4jvgoG685KIVaPYwqVF60B,"['canadian metal', 'death metal', 'metal', 'old school thrash', 'speed metal', 'thrash metal']","{'href': None, 'total': 61858}",34
0gFpruEutFFpW8sBgBbD0F,Invisius,Invisius,0gFpruEutFFpW8sBgBbD0F,['danish death metal'],"{'href': None, 'total': 764}",2
1lhE3UexXYNMcbDreJbcoS,Graveyard Rodeo,Graveyard Rodeo,1lhE3UexXYNMcbDreJbcoS,['louisiana metal'],"{'href': None, 'total': 1004}",3
5oThQZFGCxrXVSw2e7kFXl,Layment,Layment,5oThQZFGCxrXVSw2e7kFXl,['german melodeath'],"{'href': None, 'total': 361}",1
34PPy9Ut9m8qB8BnmCiVmO,Mortician,Mortician,34PPy9Ut9m8qB8BnmCiVmO,"['brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'new york death metal']","{'href': None, 'total': 56087}",39
7DLdKCkMkrgltlWkg0dseU,Centinex,Centinex,7DLdKCkMkrgltlWkg0dseU,"['death metal', 'swedish death metal', 'swedish metal']","{'href': None, 'total': 15431}",22
3ijnQoOmFlFrGvYgUZC8tq,Eru,ERU,3ijnQoOmFlFrGvYgUZC8tq,['turkce trap metal'],"{'href': None, 'total': 2783}",25
5VAG7NhKJ99Afx0LrR7o7n,P.H.O.B.O.S.,P.H.O.B.O.S.,5VAG7NhKJ99Afx0LrR7o7n,['french black metal'],"{'href': None, 'total': 935}",2
2INzwQENQxb0RyZLJlJqSQ,Brown Jenkins,Brown Jenkins,2INzwQENQxb0RyZLJlJqSQ,"['lovecraftian metal', 'usbm']","{'href': None, 'total': 255}",0
49xat0bRDVEHLFBDpZgL91,Ius Talionis,Ius Talionis,49xat0bRDVEHLFBDpZgL91,['german black metal'],"{'href': None, 'total': 141}",0
5mkXpD9eibr5jq1xjAQ9Ea,Abrupt,Abrupt,5mkXpD9eibr5jq1xjAQ9Ea,['new jersey hardcore'],"{'href': None, 'total': 67}",0
6COmyouHXwCeIGS1IFd1PA,Iron Savior,Iron Savior,6COmyouHXwCeIGS1IFd1PA,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'neo-trad metal', 'power metal', 'symphonic power metal']","{'href': None, 'total': 73662}",40
7nqe9NPkbFbPnx64Flf7i7,Brown Brigade,Brown Brigade,7nqe9NPkbFbPnx64Flf7i7,['canadian metal'],"{'href': None, 'total': 927}",3
6JLFzI9nSELx9j1Muv5RcM,Haemorrhage,Haemorrhage,6JLFzI9nSELx9j1Muv5RcM,"['deathgrind', 'goregrind', 'grindcore', 'pornogrind']","{'href': None, 'total': 18081}",19
5HMCSI623hUOLhZCLJQzhk,Saratan,Saratan,5HMCSI623hUOLhZCLJQzhk,"['oriental metal', 'polish folk metal', 'polish thrash metal']","{'href': None, 'total': 919}",2
3xwea1S0bvWkjELPIfEjF8,Diskreator,Diskreator,3xwea1S0bvWkjELPIfEjF8,['finnish black metal'],"{'href': None, 'total': 119}",1
00dO37MVn9tOFTRQVejdqB,Confessor,Confessor,00dO37MVn9tOFTRQVejdqB,"['doom metal', 'north carolina metal', 'progressive doom']","{'href': None, 'total': 3595}",9
3TZmvXfulwnm7jw5E1r8j7,Gramary,Gramary,3TZmvXfulwnm7jw5E1r8j7,['melodic black metal'],"{'href': None, 'total': 115}",0
3iCstMYKRgbxScAWlg5AbC,Transilvanian Beat Club,Transilvanian Beat Club,3iCstMYKRgbxScAWlg5AbC,"[""death 'n' roll""]","{'href': None, 'total': 1603}",3
5W9x9wqNu1czsudOi36801,GuilThee,GuilThee,5W9x9wqNu1czsudOi36801,"['avant-garde metal', 'hungarian metal']","{'href': None, 'total': 29}",0
7E3fbn83lQDS6Iyek6pajE,Artery Eruption,Artery Eruption,7E3fbn83lQDS6Iyek6pajE,"['goregrind', 'pornogrind', 'slam death metal']","{'href': None, 'total': 3909}",12
4RbqfVEExAkUZesILatvyT,Acatonia,AcatoniA,4RbqfVEExAkUZesILatvyT,['russian heavy metal'],"{'href': None, 'total': 38}",0
4jjXXbeCf9dMcZ74460NXs,The Old Wind,The Old Wind,4jjXXbeCf9dMcZ74460NXs,"['post-doom metal', 'swedish doom metal']","{'href': None, 'total': 1849}",2
44We38fO65viVb7JhZ2YNu,Death for Breakfast,Death for Breakfast,44We38fO65viVb7JhZ2YNu,['progressive groove metal'],"{'href': None, 'total': 27}",0
5k0eNFfmeXWf0bR0DToRsp,Dead Meat,Dead Meat,5k0eNFfmeXWf0bR0DToRsp,"['portuguese death metal', 'portuguese metal']","{'href': None, 'total': 535}",1
2C5chsOaRwDbBEftUst1Vg,Funeral Art,Funeral Art,2C5chsOaRwDbBEftUst1Vg,['guatemalan metal'],"{'href': None, 'total': 34}",0
0iEZHgQjRMLyPoRtacdkwi,Engulfed,Engulfed,0iEZHgQjRMLyPoRtacdkwi,"['turkish black metal', 'turkish death metal', 'turkish metal']","{'href': None, 'total': 1883}",2
179zGpajR6kkBwoLckPxD5,Blunt Force Trauma,Blunt Force Trauma,179zGpajR6kkBwoLckPxD5,"['japanese death metal', 'slam death metal']","{'href': None, 'total': 681}",2
1C0uMjVcGxkHz1rNqwxxYL,Goddamn,Goddamn,1C0uMjVcGxkHz1rNqwxxYL,['southern metal'],"{'href': None, 'total': 883}",2
5HA5aLY3jJV7eimXWkRBBp,Epica,Epica,5HA5aLY3jJV7eimXWkRBBp,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'melodic metal', 'neo classical metal', 'opera metal', 'power metal', 'symphonic metal']","{'href': None, 'total': 765197}",58
2MoCXVjLkMwO3FRkPA3hFg,Impious,Impious,2MoCXVjLkMwO3FRkPA3hFg,['swedish metal'],"{'href': None, 'total': 4323}",12
3us3D4mHo7X3CTnNOmbSU1,Warhead,Warhead,3us3D4mHo7X3CTnNOmbSU1,['raw black metal'],"{'href': None, 'total': 1598}",8
21CLWLnFux99sUxTpL2WtD,The Erkonauts,The Erkonauts,21CLWLnFux99sUxTpL2WtD,['swiss metal'],"{'href': None, 'total': 1338}",3
5VrkQRSU8qzraXKkSZG7IS,Feigd,Feigd,5VrkQRSU8qzraXKkSZG7IS,['viking black metal'],"{'href': None, 'total': 256}",1
2etNWORcmPZZBKxcyt6dF4,For I Am King,For I Am King,2etNWORcmPZZBKxcyt6dF4,"['dutch death metal', 'slayer']","{'href': None, 'total': 8453}",25
1U01xfNaiw3TkOeyGKXwi1,Dreadnought,Dreadnought,1U01xfNaiw3TkOeyGKXwi1,"['avant-garde metal', 'denver metal', 'post-doom metal']","{'href': None, 'total': 5493}",14
0HdUiy21yyt8MCMMLKjIpp,Dreadnought,Dreadnought,0HdUiy21yyt8MCMMLKjIpp,['luxembourgian metal'],"{'href': None, 'total': 26}",0
7lxlRJteGa1pORtXK6ZuLb,Eroded,Eroded,7lxlRJteGa1pORtXK6ZuLb,['italian death metal'],"{'href': None, 'total': 208}",0
1o89sVIkln0tQ3Zvl6YTZG,Grieved,Grieved,1o89sVIkln0tQ3Zvl6YTZG,"['blackened hardcore', 'chaotic hardcore']","{'href': None, 'total': 2658}",5
5GUVj2b1lJ4DolQyHlzyaO,Blind Faith,Blind Faith,5GUVj2b1lJ4DolQyHlzyaO,"['art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'roots rock', 'supergroup']","{'href': None, 'total': 352242}",47
7nuPSSOZhW1eB6pBSeTJvJ,Insurgentes,Insurgentes,7nuPSSOZhW1eB6pBSeTJvJ,['metal catarinense'],"{'href': None, 'total': 18}",0
4B6K05llMjN2oT56FRYIvz,Anodhor,AnodhoR,4B6K05llMjN2oT56FRYIvz,"['metal galego', 'spanish folk metal']","{'href': None, 'total': 213}",0
0oLpeKpJGkGvnWLxXeDPXI,Deviance,Deviance,0oLpeKpJGkGvnWLxXeDPXI,['progressive technical death metal'],"{'href': None, 'total': 9}",0
2tUFKkFwws9rVeodjeNkOT,Voracious Infection,Voracious Infection,2tUFKkFwws9rVeodjeNkOT,['peruvian death metal'],"{'href': None, 'total': 116}",0
135gYIRXAwhRKtFIh8mehP,Semargl,Semargl,135gYIRXAwhRKtFIh8mehP,['ukrainian metal'],"{'href': None, 'total': 7206}",42
5SRhOM75OnwuXH8BmCxD5a,Discharge,Discharge,5SRhOM75OnwuXH8BmCxD5a,"['crossover thrash', 'crust punk', 'd-beat', 'hardcore punk', 'punk', 'thrash core']","{'href': None, 'total': 92961}",40
1D4j7xFExZZiV0O6gjDOse,Kombat,Kombat,1D4j7xFExZZiV0O6gjDOse,['deathrash'],"{'href': None, 'total': 841}",4
4kddJ3Mqbrh3sQdhG8keZV,Inanimate Existence,Inanimate Existence,4kddJ3Mqbrh3sQdhG8keZV,"['cosmic death metal', 'progressive technical death metal', 'technical brutal death metal', 'technical death metal']","{'href': None, 'total': 14416}",19
6OVmkM42RdJtlFYlYOycRc,Karlahan,Karlahan,6OVmkM42RdJtlFYlYOycRc,"['metal catala', 'spanish folk metal', 'symphonic death metal']","{'href': None, 'total': 377}",0
5RqJLoiJOPk9QsQu634A8q,Keltoi,Keltoi,5RqJLoiJOPk9QsQu634A8q,"['galician rock', 'punk galego']","{'href': None, 'total': 1402}",11
033WIygOyXwUjc1vfCGxJ2,Demonic Slaughter,Demonic Slaughter,033WIygOyXwUjc1vfCGxJ2,['polish black metal'],"{'href': None, 'total': 170}",0
6wADzvUWqgYWXigndo6Mmj,Ankor,Ankor,6wADzvUWqgYWXigndo6Mmj,"['metal catala', 'pixie', 'slayer', 'spanish metal']","{'href': None, 'total': 33689}",36
0bFqo7oRrqQ0Ru0Z8r9q8H,Tortorum,Tortorum,0bFqo7oRrqQ0Ru0Z8r9q8H,['norwegian black metal'],"{'href': None, 'total': 1065}",1
7Fe16ZP56wzf3sq6T24uPa,Sauroctonos,Sauroctonos,7Fe16ZP56wzf3sq6T24uPa,"['blackgaze', 'ukrainian metal']","{'href': None, 'total': 201}",1
2eb9yfkP7ev1X7td5ifUjH,Clamor,Clamor,2eb9yfkP7ev1X7td5ifUjH,['metal nortista'],"{'href': None, 'total': 9}",0
27okNetMY2GBWDyAL6yezy,Odhinn,Odhinn,27okNetMY2GBWDyAL6yezy,['deep folk metal'],"{'href': None, 'total': 160}",0
4CTMtgujz8R26hIUIMcqvR,Aphelion,Aphelion,4CTMtgujz8R26hIUIMcqvR,['instrumental progressive metal'],"{'href': None, 'total': 198}",0
11dEh1ln3hv9f9eugfIEHy,Muspellheim,Muspellheim,11dEh1ln3hv9f9eugfIEHy,['canadian death metal'],"{'href': None, 'total': 77}",0
0LBL6GGrcwn6IkeLgpK3x0,Implosion Brain,Implosion Brain,0LBL6GGrcwn6IkeLgpK3x0,['metal colombiano'],"{'href': None, 'total': 412}",1
3HDKaHPyKDkpImyPrRPkVU,Svarti Loghin,Svarti Loghin,3HDKaHPyKDkpImyPrRPkVU,"['blackgaze', 'depressive black metal', 'forest black metal']","{'href': None, 'total': 1469}",1
7lhDPcP4M0tlN1nyT2TSlb,Subliminal Crusher,Subliminal Crusher,7lhDPcP4M0tlN1nyT2TSlb,['deep melodic death metal'],"{'href': None, 'total': 115}",0
6sgbaRMK99LzIBfVQS1CsJ,Nightforest,Nightforest,6sgbaRMK99LzIBfVQS1CsJ,['ambient black metal'],"{'href': None, 'total': 21}",0
1xKMH8pkinwIROsFZSpa9y,Satyrasis,Satyrasis,1xKMH8pkinwIROsFZSpa9y,['technical thrash'],"{'href': None, 'total': 54}",0
4ZDbvkdnlJXwhGQiSJWdjs,Hellium,Hellium,4ZDbvkdnlJXwhGQiSJWdjs,['arab metal'],"{'href': None, 'total': 43}",0
4oR2mkYhQ4dSXHCYAXnx4R,Formloff,Formloff,4oR2mkYhQ4dSXHCYAXnx4R,"['avant-garde black metal', 'avant-garde metal', 'chaotic black metal']","{'href': None, 'total': 86}",0
7nrBAaUkBdv3AmcIaZcRVQ,Metabolic,Metabolic,7nrBAaUkBdv3AmcIaZcRVQ,"['german thrash metal', 'saxony metal']","{'href': None, 'total': 40}",0
47aXAyH6vI3y70PKyGldNG,Devourment,Devourment,47aXAyH6vI3y70PKyGldNG,"['brutal death metal', 'death metal', 'grindcore', 'slam death metal', 'technical death metal', 'texas metal']","{'href': None, 'total': 48410}",30
44GU60s1Q6QnL1S0yVJwNS,Ecnephias,Ecnephias,44GU60s1Q6QnL1S0yVJwNS,"['italian gothic', 'italian gothic metal']","{'href': None, 'total': 510}",2
0EgfP6NtFkIo9H2C4O26nm,Scars on Murmansk,Scars On Murmansk,0EgfP6NtFkIo9H2C4O26nm,['french death metal'],"{'href': None, 'total': 2}",0
322iFjSxsqa3muVeByQvcO,Azelisassath,Azelisassath,322iFjSxsqa3muVeByQvcO,['swedish black metal'],"{'href': None, 'total': 1464}",2
5QcUDOA4D5XqAC0CvD7qyG,Ancient Spheres,Ancient Spheres,5QcUDOA4D5XqAC0CvD7qyG,['metal tico'],"{'href': None, 'total': 219}",0
6JW8wliOEwaDZ231ZY7cf4,Sepultura,Sepultura,6JW8wliOEwaDZ231ZY7cf4,"['alternative metal', 'brazilian groove metal', 'brazilian metal', 'brazilian thrash metal', 'death metal', 'deathrash', 'groove metal', 'hard rock', 'latin metal', 'metal', 'metal mineiro', 'nu metal', 'old school thrash', 'rock', 'thrash metal']","{'href': None, 'total': 1563251}",60
7DcSKG8ruWMgHsUh1rqZFh,Thantifaxath,Thantifaxath,7DcSKG8ruWMgHsUh1rqZFh,"['avant-garde metal', 'canadian black metal', 'canadian metal', 'chaotic black metal', 'dissonant death metal', 'technical black metal', 'voidgrind']","{'href': None, 'total': 7265}",10
5rtmrK3GOpfRohywB44MPV,Deathrite,Deathrite,5rtmrK3GOpfRohywB44MPV,"['chaotic hardcore', 'german grindcore', 'saxony metal']","{'href': None, 'total': 2867}",7
6eAsjMbf3Vha6ClMXLt8ep,Dying Embrace,Dying Embrace,6eAsjMbf3Vha6ClMXLt8ep,['brazilian doom metal'],"{'href': None, 'total': 127}",0
5bfchAiPAyZo8WuiRFqH5d,Hymir,Hymir,5bfchAiPAyZo8WuiRFqH5d,['symphonic death metal'],"{'href': None, 'total': 236}",0
7E1Soj4kGw9zyhIJWZyOhx,Ghost Ship Octavius,Ghost Ship Octavius,7E1Soj4kGw9zyhIJWZyOhx,"['christian power metal', 'prog metal']","{'href': None, 'total': 5699}",19
188Y4OTRMC8cz8THtlaLai,Fear of God,Fear of God,188Y4OTRMC8cz8THtlaLai,['old school thrash'],"{'href': None, 'total': 2064}",7
1L6e9DwS3ONC8jlEQgHFem,Grave Declaration,Grave Declaration,1L6e9DwS3ONC8jlEQgHFem,"['christian symphonic metal', 'symphonic death metal', 'unblack metal']","{'href': None, 'total': 4198}",8
2OjtmMho2pBS86zQ1PliRu,Exhumed,Exhumed,2OjtmMho2pBS86zQ1PliRu,"['brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal']","{'href': None, 'total': 56579}",33
2tSWpdgUivPRG87gxPRPj8,Inner Odyssey,Inner Odyssey,2tSWpdgUivPRG87gxPRPj8,['prog metal'],"{'href': None, 'total': 803}",2
4gmDFc6DThVLXYXYlDmDeH,Slam Dunk,Slam Dunk,4gmDFc6DThVLXYXYlDmDeH,"['vancouver punk', 'victoria bc indie']","{'href': None, 'total': 1613}",6
55KU0O9veuEhbIxnHCwBg2,Tethys,Tethys,55KU0O9veuEhbIxnHCwBg2,['sci-fi metal'],"{'href': None, 'total': 2192}",2
363hZUarQfQVcU1boQqvC0,Anguish,Anguish,363hZUarQfQVcU1boQqvC0,['swedish doom metal'],"{'href': None, 'total': 1051}",1
3HVmba1wHgrLVsVC5IIzkG,WitchCraft,Witchcraft,3HVmba1wHgrLVsVC5IIzkG,"['doom metal', 'gaian doom', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock', 'swedish doom metal', 'swedish stoner rock']","{'href': None, 'total': 123098}",45
3oALWU6CXB1vFH4RwILq5E,Northless,Northless,3oALWU6CXB1vFH4RwILq5E,"['black sludge', 'post-doom metal']","{'href': None, 'total': 1228}",3
25DA38eh4VnhAwLo8fe1Bd,Centrilia,Centrilia,25DA38eh4VnhAwLo8fe1Bd,['scottish metal'],"{'href': None, 'total': 424}",5
6NdZvcywmdC0Gb3PvtDvgd,Three Hour Ceasefire,Three Hour Ceasefire,6NdZvcywmdC0Gb3PvtDvgd,['irish death metal'],"{'href': None, 'total': 43}",0
5px2qdkpFiGN3JtSHqG4wQ,Savanah,Savanah,5px2qdkpFiGN3JtSHqG4wQ,['austrian stoner rock'],"{'href': None, 'total': 2778}",12
0dOZLZTANQlLMsenyYc1O6,Rogue,Rogue,0dOZLZTANQlLMsenyYc1O6,"['metalcore', 'progressive metalcore']","{'href': None, 'total': 7446}",23
3G3V9lOBpdCFY6znsBShr8,Dreamlost,Dreamlost,3G3V9lOBpdCFY6znsBShr8,['melodic progressive metal'],"{'href': None, 'total': 225}",0
33mSR4MDkmyZ5erg3umdq8,Dorian Gray,Dorian Gray,33mSR4MDkmyZ5erg3umdq8,['canadian metalcore'],"{'href': None, 'total': 342}",15
4YmdAxENgEABrxFj8zRSsA,Soulspell,Soulspell,4YmdAxENgEABrxFj8zRSsA,"['brazilian metal', 'brazilian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic power metal']","{'href': None, 'total': 14079}",25
2kz8rfKrfCGpB9mRxn2XTp,Ov Hell,Ov Hell,2kz8rfKrfCGpB9mRxn2XTp,"['black metal', 'norwegian black metal', 'norwegian metal']","{'href': None, 'total': 11939}",10
73tGCPJF0NGNk12eoZ5LPV,Settima Draconis,Settima Draconis,73tGCPJF0NGNk12eoZ5LPV,['italian gothic metal'],"{'href': None, 'total': 20}",0
32hOZJtot1jipn5UmDYfa9,Graveir,Graveir,32hOZJtot1jipn5UmDYfa9,"['australian black metal', 'australian metal']","{'href': None, 'total': 273}",1
5zaBNBehZ2odWXdZLWt8n6,Elysian Gates,Elysian Gates,5zaBNBehZ2odWXdZLWt8n6,"['fallen angel', 'luxembourgian metal']","{'href': None, 'total': 168}",0
2fLHGIM8ZXONMD7i2umolp,Apoplexy,Apoplexy,2fLHGIM8ZXONMD7i2umolp,['grim death metal'],"{'href': None, 'total': 115}",0
1wQSifWTUAJ4SeDYd5ECJu,Samskaras,Samskaras,1wQSifWTUAJ4SeDYd5ECJu,['progressive technical death metal'],"{'href': None, 'total': 269}",0
1Pxedd5ssajmlv1zifKWCL,Endrah,Endrah,1Pxedd5ssajmlv1zifKWCL,['brazilian thrash metal'],"{'href': None, 'total': 772}",2
0XIiwN8gAidh4pQyVVgRUd,Obsidian Sea,Obsidian Sea,0XIiwN8gAidh4pQyVVgRUd,"['bulgarian metal', 'neo-trad doom metal']","{'href': None, 'total': 1112}",4
4m7iiKOGLHoX2vkS7RKY9D,Splattered Genocide,Splattered Genocide,4m7iiKOGLHoX2vkS7RKY9D,['metal baiano'],"{'href': None, 'total': 125}",1
2koV8orJCeL5aUfIhf6dvG,Seax,Seax,2koV8orJCeL5aUfIhf6dvG,"['new wave of speed metal', 'nwothm']","{'href': None, 'total': 2464}",9
7w4KB6rkjHgmXhYvtq2sx8,Infected Flesh,Infected Flesh,7w4KB6rkjHgmXhYvtq2sx8,['metal catala'],"{'href': None, 'total': 271}",0
7M7xBB10VNKgcIWq4PR9o5,Towards Darkness,Towards Darkness,7M7xBB10VNKgcIWq4PR9o5,['funeral doom'],"{'href': None, 'total': 920}",0
2sC4IsBnHBhyC2ivIHfatw,Stormborn,Stormborn,2sC4IsBnHBhyC2ivIHfatw,['british power metal'],"{'href': None, 'total': 1312}",11
12d9JvPpnf657S38VuBgsT,Proliferation,Proliferation,12d9JvPpnf657S38VuBgsT,"['atlanta metal', 'progressive technical death metal']","{'href': None, 'total': 1289}",1
0LcOIKaLJyStjg4yiVcObv,Shroud of Bereavement,Shroud of Bereavement,0LcOIKaLJyStjg4yiVcObv,"['atmospheric doom', 'funeral doom', 'gothic doom']","{'href': None, 'total': 175}",0
5EP0XdFissXeBqReXWtz07,Ultratumba,Ultratumba,5EP0XdFissXeBqReXWtz07,['mexican death metal'],"{'href': None, 'total': 1590}",5
5Al0AWG3k1zH1nQVmVmpQ4,The Devil and the Sea,The Devil and The Sea,5Al0AWG3k1zH1nQVmVmpQ4,['louisiana metal'],"{'href': None, 'total': 59}",0
6V6MyDcytW48stIykhH937,Skull Fist,Skull Fist,6V6MyDcytW48stIykhH937,"['canadian metal', 'new wave of speed metal', 'nwothm']","{'href': None, 'total': 37658}",32
7vpVmX7HzYegXALvgt5ogg,Born from the Ashes,Born From The Ashes,7vpVmX7HzYegXALvgt5ogg,['australian metal'],"{'href': None, 'total': 22}",0
2KeKkwW9U191Vr7gqGj2UR,Sedlec Ossuary,Sedlec Ossuary,2KeKkwW9U191Vr7gqGj2UR,['progressive technical death metal'],"{'href': None, 'total': 153}",0
78MramFQQhSjVNFTcdbNsl,Jumet,Jumet,78MramFQQhSjVNFTcdbNsl,['indonesian black metal'],"{'href': None, 'total': 11}",0
5wcnCdXQyBN8pffaKXxL3D,Anifernyen,Anifernyen,5wcnCdXQyBN8pffaKXxL3D,['portuguese black metal'],"{'href': None, 'total': 180}",1
78ngzEf3ZTHbR9GA3Bfg8v,Trial by Fire,Trial By Fire,78ngzEf3ZTHbR9GA3Bfg8v,['chicago hardcore'],"{'href': None, 'total': 38}",0
2FvRD327cl6gcg9Ka55M7h,A Vulgar Picture,A Vulgar Picture,2FvRD327cl6gcg9Ka55M7h,['welsh metal'],"{'href': None, 'total': 55}",0
7s6SmrbyQvp26jN5EbnU9u,Carnation,Carnation,7s6SmrbyQvp26jN5EbnU9u,"['belgian death metal', 'belgian metal', 'dutch metal', 'voidgrind']","{'href': None, 'total': 8178}",17
0Nzhvcp9Rg6V8xX8YgD1WC,Vatican,Vatican,0Nzhvcp9Rg6V8xX8YgD1WC,"['mathcore', 'metallic hardcore']","{'href': None, 'total': 10751}",26
3VA8fep0vf5O4MWIYvJ0k1,Odradek Room,Odradek Room,3VA8fep0vf5O4MWIYvJ0k1,"['progressive doom', 'ukrainian metal']","{'href': None, 'total': 397}",1
5sfWM6VM9utvp730i6sUDp,Space Ritual,Space Ritual,5sfWM6VM9utvp730i6sUDp,['deep space rock'],"{'href': None, 'total': 1214}",2
73lmNbFfoNm42Wgmij9kBI,The Wandering Midget,THE WANDERING MIDGET,73lmNbFfoNm42Wgmij9kBI,['finnish doom metal'],"{'href': None, 'total': 264}",0
24ayf6ObGs5kWru2VHRCjv,Scalpture,Scalpture,24ayf6ObGs5kWru2VHRCjv,"['german death metal', 'new wave of osdm']","{'href': None, 'total': 2105}",19
2vsXeWGC8rILp3rpSN2Fyk,Isis,ISIS,2vsXeWGC8rILp3rpSN2Fyk,"['alternative metal', 'atmospheric post-metal', 'atmospheric sludge', 'drone metal', 'post-doom metal', 'post-metal', 'post-rock', 'sludge metal']","{'href': None, 'total': 129225}",37
1LONEO5qtKtO4HqMcc4OpC,Isis,Isis,1LONEO5qtKtO4HqMcc4OpC,['rock urbano mexicano'],"{'href': None, 'total': 5922}",37
2OFn9zOgsSzsrmw87rOUKw,Nembience,Nembience,2OFn9zOgsSzsrmw87rOUKw,['danish death metal'],"{'href': None, 'total': 79}",0
452vCqBhQnU1WtMpSZfjX2,Moonfrost,Moonfrost,452vCqBhQnU1WtMpSZfjX2,"['chaotic black metal', 'swiss black metal']","{'href': None, 'total': 132}",0
4dx6otEmzsppEd8aWIdRf0,Hymen of Darkness,Hymen of Darkness,4dx6otEmzsppEd8aWIdRf0,['mexican black metal'],"{'href': None, 'total': 51}",0
1GmgUEb6Xm2G4gvFvCkmXA,Aboleth,Aboleth,1GmgUEb6Xm2G4gvFvCkmXA,['slayer'],"{'href': None, 'total': 1684}",4
4xA5ACsXOnbLRfCVHphYAq,Salvus,Salvus,4xA5ACsXOnbLRfCVHphYAq,"['hungarian metal', 'hungarian rock', 'magyar alternative']","{'href': None, 'total': 998}",9
4A8WKV2lFPSIIiSCDDeGyQ,Ravenland,Ravenland,4A8WKV2lFPSIIiSCDDeGyQ,['brazilian doom metal'],"{'href': None, 'total': 512}",0
1QkwQdiowE5hZl4ZWQIgnJ,Ebon Arcanum,Ebon Arcanum,1QkwQdiowE5hZl4ZWQIgnJ,['atmospheric black metal'],"{'href': None, 'total': 101}",0
50takIb0sgbp0hfA0HoUWf,Impiety,Impiety,50takIb0sgbp0hfA0HoUWf,"['black death', 'black thrash', 'singaporean metal', 'war metal']","{'href': None, 'total': 12968}",10
6JOoSsaUGx19AmcJIsqXLs,Rectal Smegma,Rectal Smegma,6JOoSsaUGx19AmcJIsqXLs,"['dutch death metal', 'goregrind', 'pornogrind']","{'href': None, 'total': 10748}",21
5fdUKTokyNQ4ZZeqyUsFGb,Massgrav,Massgrav,5fdUKTokyNQ4ZZeqyUsFGb,"['crust punk', 'swedish hardcore', 'swedish punk']","{'href': None, 'total': 4393}",20
2qQWo7HYey9sqqXZiIWHnY,Assorted Heap,Assorted Heap,2qQWo7HYey9sqqXZiIWHnY,"['deathrash', 'german thrash metal']","{'href': None, 'total': 574}",3
5eahdXWKqyfeSrfJhK5n5r,Draconic,Draconic,5eahdXWKqyfeSrfJhK5n5r,"['industrial black metal', 'serbian metal']","{'href': None, 'total': 50}",0
1TeHNJZiZPPwso54Hnylt2,Garagedays,Garagedays,1TeHNJZiZPPwso54Hnylt2,['austrian metal'],"{'href': None, 'total': 678}",2
4D89eNE4ti43K3dhjYMGl3,Cryhavoc,Cryhavoc,4D89eNE4ti43K3dhjYMGl3,"['finnish melodeath', 'finnish metal']","{'href': None, 'total': 1585}",10
4uyinn1lRLBTN7fKv0cyFi,Birch Hill Dam,Birch Hill Dam,4uyinn1lRLBTN7fKv0cyFi,['retro metal'],"{'href': None, 'total': 540}",1
05NsrfQB2BxxtfHD4kPDZ2,Wrath Sins,Wrath Sins,05NsrfQB2BxxtfHD4kPDZ2,"['portuguese metal', 'progressive thrash']","{'href': None, 'total': 211}",0
2AtEbAqkLWWLFs6Hdo589k,Abhorer,Abhorer,2AtEbAqkLWWLFs6Hdo589k,"['black death', 'singaporean metal', 'war metal']","{'href': None, 'total': 4527}",6
3DOdsiw5hGU1mFNmc6mVpS,Clavicula Nox,Clavicula Nox,3DOdsiw5hGU1mFNmc6mVpS,['metal mineiro'],"{'href': None, 'total': 38}",0
7lRqngPugsHqM4J19PAphB,Corpsia,Corpsia,7lRqngPugsHqM4J19PAphB,['brazilian thrash metal'],"{'href': None, 'total': 355}",0
33fLjcJ7Lf9XGuPJBuuZtz,Murdryck,Murdryck,33fLjcJ7Lf9XGuPJBuuZtz,['swedish black metal'],"{'href': None, 'total': 684}",1
7DdR4jkRsQzmjMjOwbS9Ln,On a Pale Horse,On A Pale Horse,7DdR4jkRsQzmjMjOwbS9Ln,['retro metal'],"{'href': None, 'total': 527}",0
